brand,model,year_from,year_to,country,is_popular
Honda,Accord,1998,2025,Japan,1
Honda,Amaze,2011,2025,Japan,1
Honda,City,2014,2025,Japan,1
Honda,Civic,2001,2025,Japan,1
Honda,"Civic Type R",2015,2025,Japan,1
Honda,CR-V,1995,2025,Japan,1
Honda,CR-Z,2010,2016,Japan,1
Honda,Crosstour,2010,2015,Japan,1
Honda,e,2020,2025,Japan,1
Honda,Edix,2004,2009,Japan,1
Honda,Element,2003,2011,Japan,1
Honda,Fit,2001,2022,Japan,1
Honda,FR-V,2004,2009,Japan,1
Honda,HR-V,1998,2022,Japan,1
Honda,Insight,1999,2025,Japan,1
Honda,Jade,2013,2020,Japan,1
Honda,Jazz,2001,2025,Japan,1
Honda,"Jazz Crosstar",2020,2025,Japan,1
Honda,Legend,2006,2021,Japan,1
Honda,Odyssey,1999,2017,Japan,1
Honda,Passport,2019,2025,Japan,1
Honda,Pilot,2002,2025,Japan,1
Honda,Prelude,1996,2001,Japan,1
Honda,Ridgeline,2005,2014,Japan,1
Honda,S2000,1999,2009,Japan,1
Honda,Shuttle,1994,2002,Japan,1
Honda,Stepwgn,2022,2025,Japan,1
Honda,Stream,2001,2015,Japan,1
Honda,Vezel,2013,2025,Japan,1
Hongqi,E-HS9,2020,2025,Other,0
Hongqi,H5,2022,2025,Other,0
Hummer,H1,1992,2006,Other,0
Hummer,H2,2003,2010,Other,0
Hummer,H3,2005,2025,Other,0
Hyundai,Accent,2000,2025,"South Korea",1
Hyundai,"Atos Prime",1999,2014,"South Korea",1
Hyundai,Azera,2006,2011,"South Korea",1
Hyundai,Bayon,2021,2025,"South Korea",1
Hyundai,Centennial,1999,2008,"South Korea",1
Hyundai,Creta,2015,2025,"South Korea",1
Hyundai,"Creta Grand",2021,2025,"South Korea",1
Hyundai,Elantra,2000,2025,"South Korea",1
Hyundai,Entourage,2007,2007,"South Korea",1
Hyundai,Eon,2011,2019,"South Korea",1
Hyundai,Equus,2009,2016,"South Korea",1
Hyundai,Galloper,1998,2003,"South Korea",1
Hyundai,Genesis,2008,2016,"South Korea",1
Hyundai,"Genesis Coupe",2008,2016,"South Korea",1
Hyundai,Getz,2002,2011,"South Korea",1
Hyundai,Grandeur,2005,2017,"South Korea",1
Hyundai,H-1,1998,2025,"South Korea",1
Hyundai,i10,2008,2025,"South Korea",1
Hyundai,i20,2008,2025,"South Korea",1
Hyundai,"i20 N",2021,2025,"South Korea",1
Hyundai,i30,2007,2025,"South Korea",1
Hyundai,"i30 N",2017,2025,"South Korea",1
Hyundai,i40,2011,2019,"South Korea",1
Hyundai,Ioniq,2016,2025,"South Korea",1
Hyundai,"Ioniq 5",2021,2025,"South Korea",1
Hyundai,"Ioniq 6",2022,2025,"South Korea",1
Hyundai,ix20,2010,2020,"South Korea",1
Hyundai,ix35,2010,2018,"South Korea",1
Hyundai,Kona,2017,2025,"South Korea",1
Hyundai,"Kona N",2021,2025,"South Korea",1
Hyundai,Kusto,2021,2025,"South Korea",1
Hyundai,Matrix,2001,2014,"South Korea",1
Hyundai,Mistra,2021,2025,"South Korea",1
Hyundai,Nexo,2018,2025,"South Korea",1
Hyundai,Palisade,2018,2025,"South Korea",1
Hyundai,Porter,1996,2025,"South Korea",1
Hyundai,"Santa Cruz",2022,2025,"South Korea",1
Hyundai,"Santa Fe",2001,2025,"South Korea",1
Hyundai,Solaris,2010,2025,"South Korea",1
Hyundai,Sonata,1998,2025,"South Korea",1
Hyundai,Staria,2021,2025,"South Korea",1
Hyundai,Terracan,2001,2007,"South Korea",1
Hyundai,Trajet,2000,2008,"South Korea",1
Hyundai,Tucson,2004,2025,"South Korea",1
Hyundai,Veloster,2011,2025,"South Korea",1
Hyundai,Venue,2019,2025,"South Korea",1
Hyundai,Veracruz,2007,2015,"South Korea",1
Hyundai,Verna,2005,2011,"South Korea",1
Hyundai,Xcent,2014,2021,"South Korea",1
Hyundai,XG,1998,2005,"South Korea",1
Infiniti,EX,2008,2014,Japan,0
Infiniti,FX,2003,2014,Japan,0
Infiniti,G,2003,2014,Japan,0
Infiniti,I35,2002,2004,Japan,0
Infiniti,JX,2012,2013,Japan,0
Infiniti,M,2001,2013,Japan,0
Infiniti,Q30,2016,2021,Japan,0
Infiniti,Q40,2014,2015,Japan,0
Infiniti,Q45,2002,2007,Japan,0
Infiniti,Q50,2013,2025,Japan,0
Infiniti,Q60,2013,2025,Japan,0
Infiniti,Q70,2013,2021,Japan,0
Infiniti,QX30,2016,2020,Japan,0
Infiniti,QX4,1997,2003,Japan,0
Infiniti,QX50,2013,2025,Japan,0
Infiniti,QX55,2021,2025,Japan,0
Infiniti,QX56,2004,2013,Japan,0
Infiniti,QX60,2013,2025,Japan,0
Infiniti,QX70,2013,2017,Japan,0
Infiniti,QX80,2013,2025,Japan,0
Isuzu,Ascender,2002,2008,Other,0
Isuzu,Axiom,2002,2004,Other,0
Isuzu,D-Max,2011,2025,Other,0
Isuzu,"D-Max Rodeo",2007,2007,Other,0
Isuzu,I280,2005,2006,Other,0
Isuzu,I290,2007,2007,Other,0
Isuzu,I350,2005,2006,Other,0
Isuzu,I370,2007,2007,Other,0
Isuzu,mu-X,2020,2025,Other,0
Isuzu,Rodeo,1998,2004,Other,0
Isuzu,Trooper,1992,2002,Other,0
Isuzu,VehiCross,1997,2001,Other,0
Iveco,Daily,2006,2025,Other,0
Jac,iEV7S,2017,2025,Other,0
Jac,J7,2020,2025,Other,0
Jac,JS3,2021,2025,Other,0
Jac,JS4,2021,2025,Other,0
Jac,JS6,2022,2025,Other,0
Jac,"S3 Pro",2020,2025,Other,0
Jac,T6,2015,2025,Other,0
Jac,T8,2018,2025,Other,0
Jac,"T8 Pro",2020,2025,Other,0
Jac,T9,2023,2025,Other,0
Jaecoo,J8,2024,2025,Other,0
Jaguar,E-Pace,2017,2025,UK,0
Jaguar,F-Pace,2015,2025,UK,0
Jaguar,F-Type,2013,2025,UK,0
Jaguar,I-Pace,2018,2025,UK,0
Jaguar,S-Type,1998,2008,UK,0
Jaguar,X-Type,2001,2009,UK,0
Jaguar,XE,2015,2025,UK,0
Jaguar,XF,2007,2025,UK,0
Jaguar,XJ,1997,2025,UK,0
Jaguar,XK/XKR,2002,2015,UK,0
Jeep,Cherokee,2002,2025,USA,0
Jeep,Commander,2006,2025,USA,0
Jeep,Compass,2007,2025,USA,0
Jeep,Gladiator,2019,2025,USA,0
Jeep,"Grand Cherokee",1999,2025,USA,0
Jeep,"Grand Wagoneer",2022,2025,USA,0
Jeep,Liberty,2006,2013,USA,0
Jeep,Meridian,2021,2025,USA,0
Jeep,Patriot,2006,2016,USA,0
Jeep,Renegade,2014,2025,USA,0
Jeep,Wagoneer,2021,2025,USA,0
Jeep,Wrangler,1997,2025,USA,0
Jetour,Dashing,2022,2025,Other,0
Jetour,Traveler,2023,2025,Other,0
Jetour,"X70 Plus",2022,2025,Other,0
Jetour,"X90 Plus",2021,2025,Other,0
Kaiyi,E5,2021,2025,Other,0
Kia,Carens,2002,2025,"South Korea",1
Kia,Carnival,1999,2025,"South Korea",1
Kia,Ceed,2006,2025,"South Korea",1
Kia,Cerato,2004,2025,"South Korea",1
Kia,Clarus,1998,2001,"South Korea",1
Kia,EV6,2021,2025,"South Korea",1
Kia,EV9,2023,2025,"South Korea",1
Kia,Forte,2008,2025,"South Korea",1
Kia,K5,2020,2025,"South Korea",1
Kia,K8,2021,2025,"South Korea",1
Kia,K9,2021,2025,"South Korea",1
Kia,K900,2014,2025,"South Korea",1
Kia,Magentis,2001,2010,"South Korea",1
Kia,Mohave,2008,2025,"South Korea",1
Kia,Niro,2016,2025,"South Korea",1
Kia,Opirus,2003,2010,"South Korea",1
Kia,Optima,2010,2020,"South Korea",1
Kia,Picanto,2004,2025,"South Korea",1
Kia,ProCeed,2019,2025,"South Korea",1
Kia,Quoris,2012,2018,"South Korea",1
Kia,Ray,2011,2025,"South Korea",1
Kia,Rio,2000,2025,"South Korea",1
Kia,"Rio X",2020,2025,"South Korea",1
Kia,"Rio X-Line",2017,2021,"South Korea",1
Kia,Seltos,2019,2025,"South Korea",1
Kia,Shuma,1997,2005,"South Korea",1
Kia,Sonet,2020,2025,"South Korea",1
Kia,Sorento,2002,2025,"South Korea",1
Kia,"Sorento Prime",2015,2020,"South Korea",1
Kia,Soul,2009,2025,"South Korea",1
Kia,Spectra,2005,2009,"South Korea",1
Kia,Sportage,1993,2025,"South Korea",1
Kia,Stinger,2017,2025,"South Korea",1
Kia,Stonic,2017,2025,"South Korea",1
Kia,Telluride,2019,2025,"South Korea",1
Kia,Venga,2009,2019,"South Korea",1
Kia,XCeed,2019,2025,"South Korea",1
Lamborghini,Aventador,2011,2022,Italy,0
Lamborghini,Centenario,2016,2017,Italy,0
Lamborghini,Diablo,1991,2001,Italy,0
Lamborghini,Gallardo,2003,2014,Italy,0
Lamborghini,Huracan,2014,2025,Italy,0
Lamborghini,Murcielago,2003,2010,Italy,0
Lamborghini,Reventon,2008,2008,Italy,0
Lamborghini,Sian,2021,2025,Italy,0
Lamborghini,Urus,2018,2025,Italy,0
Lancia,Delta,2008,2014,Other,0
Lancia,Lybra,1999,2007,Other,0
Lancia,Musa,2004,2012,Other,0
Lancia,Phedra,2002,2010,Other,0
Lancia,Thema,2011,2014,Other,0
Lancia,Thesis,2001,2009,Other,0
Lancia,Ypsilon,2003,2025,Other,0
"Land Rover",Defender,2007,2025,UK,0
"Land Rover",Discovery,1998,2025,UK,0
"Land Rover","Discovery Sport",2014,2025,UK,0
"Land Rover",Evoque,2011,2025,UK,0
"Land Rover",Freelander,1998,2014,UK,0
"Land Rover","Range Rover",1994,2025,UK,0
"Land Rover","Range Rover Sport",2004,2025,UK,0
"Land Rover","Range Rover Velar",2017,2025,UK,0
Lexus,CT,2010,2022,Japan,0
Lexus,ES,2001,2025,Japan,0
Lexus,GS,1997,2022,Japan,0
Lexus,GX,2002,2025,Japan,0
Lexus,HS,2009,2025,Japan,0
Lexus,IS,1998,2025,Japan,0
Lexus,LBX,2023,2025,Japan,0
Lexus,LC,2017,2025,Japan,0
Lexus,LFA,2010,2012,Japan,0
Lexus,LM,2019,2025,Japan,0
Lexus,LS,1995,2025,Japan,0
Lexus,LX,1998,2025,Japan,0
Lexus,NX,2014,2025,Japan,0
Lexus,RC,2014,2025,Japan,0
Lexus,"RC F",2014,2025,Japan,0
Lexus,RX,1997,2025,Japan,0
Lexus,RZ,2023,2025,Japan,0
Lexus,SC,1999,2010,Japan,0
Lexus,TX,2023,2025,Japan,0
Lexus,UX,2018,2025,Japan,0
Lifan,Breez,2007,2012,Other,0
Lifan,Cebrium,2013,2017,Other,0
Lifan,Celliya,2013,2016,Other,0
Lifan,Murman,2017,2025,Other,0
Lifan,Myway,2017,2025,Other,0
Lifan,Smily,2008,2018,Other,0
Lifan,Solano,2008,2025,Other,0
Lifan,X50,2014,2025,Other,0
Lifan,X60,2011,2025,Other,0
Lifan,X70,2018,2025,Other,0
Lifan,X80,2017,2020,Other,0
Lincoln,Aviator,2003,2025,USA,0
Lincoln,Corsair,2019,2025,USA,0
Lincoln,"Mark LT",2006,2007,USA,0
Lincoln,MKC,2014,2019,USA,0
Lincoln,MKS,2008,2016,USA,0
Lincoln,MKT,2009,2019,USA,0
Lincoln,MKX,2006,2018,USA,0
Lincoln,MKZ,2006,2020,USA,0
Lincoln,Nautilus,2019,2025,USA,0
Lincoln,Navigator,1997,2025,USA,0
Lincoln,"Town Car",1998,2011,USA,0
Lincoln,Zephyr,2006,2006,USA,0
Livan,"S6 Pro",2023,2025,Other,0
Livan,"X3 Pro",2022,2025,Other,0
Livan,"X6 Pro",2023,2025,Other,0
LiXiang,L6,2024,2025,Other,0
LiXiang,L7,2023,2025,Other,0
LiXiang,L8,2022,2025,Other,0
LiXiang,L9,2022,2025,Other,0
LiXiang,Mega,2024,2025,Other,0
Lotus,Elise,2001,2025,Other,0
Lotus,Emira,2022,2025,Other,0
Lotus,"Europa S",2005,2010,Other,0
Lotus,Evora,2009,2025,Other,0
Lotus,Exige,2001,2021,Other,0
Marussia,B1,2008,2014,Other,0
Marussia,B2,2010,2014,Other,0
Maserati,"3200 GT",1998,2002,Italy,0
Maserati,Ghibli,2013,2025,Italy,0
Maserati,"Gran Cabrio",2010,2019,Italy,0
Maserati,"Gran Turismo",2007,2019,Italy,0
Maserati,"Gran Turismo S",2008,2012,Italy,0
Maserati,Grecale,2022,2025,Italy,0
Maserati,Levante,2016,2025,Italy,0
Maserati,MC20,2020,2025,Italy,0
Maserati,Quattroporte,2003,2025,Italy,0
Maserati,"Quattroporte S",2007,2012,Italy,0
Maybach,57,2002,2012,Other,0
Maybach,"57 S",2007,2012,Other,0
Maybach,62,2002,2012,Other,0
Maybach,"62 S",2007,2012,Other,0
Maybach,Landaulet,2003,2012,Other,0
Mazda,2,2003,2025,Japan,1
Mazda,"2 Hybrid",2021,2025,Japan,1
Mazda,3,2003,2025,Japan,1
Mazda,323,1998,2003,Japan,1
Mazda,5,2005,2025,Japan,1
Mazda,6,2002,2025,Japan,1
Mazda,626,1997,2001,Japan,1
Mazda,B-Series,1999,2006,Japan,1
Mazda,BT-50,2011,2025,Japan,1
Mazda,CX-3,2015,2025,Japan,1
Mazda,CX-30,2019,2025,Japan,1
Mazda,"CX-30 EV",2021,2025,Japan,1
Mazda,CX-4,2017,2025,Japan,1
Mazda,CX-5,2012,2025,Japan,1
Mazda,CX-50,2022,2025,Japan,1
Mazda,CX-60,2022,2025,Japan,1
Mazda,CX-7,2006,2012,Japan,1
Mazda,CX-8,2017,2025,Japan,1
Mazda,CX-80,2024,2025,Japan,1
Mazda,CX-9,2007,2025,Japan,1
Mazda,MPV,1999,2016,Japan,1
Mazda,MX-30,2020,2025,Japan,1
Mazda,MX-5,1998,2025,Japan,1
Mazda,Premacy,1999,2006,Japan,1
Mazda,RX-7,1992,2002,Japan,1
Mazda,RX-8,2003,2012,Japan,1
Mazda,Tribute,2000,2007,Japan,1
McLaren,540C,2015,2021,Other,0
McLaren,570S,2015,2021,Other,0
McLaren,600LT,2018,2021,Other,0
McLaren,650S,2014,2017,Other,0
McLaren,675LT,2015,2017,Other,0
McLaren,720S,2017,2025,Other,0
McLaren,"720S Spider",2019,2022,Other,0
McLaren,765LT,2020,2025,Other,0
McLaren,Artura,2021,2025,Other,0
McLaren,MP4-12C,2011,2014,Other,0
McLaren,P1,2013,2016,Other,0
Mercedes,A-class,1997,2025,Other,0
Mercedes,"AMG GT",2014,2025,Other,0
Mercedes,"AMG GT 4-Door",2018,2025,Other,0
Mercedes,B-class,2005,2025,Other,0
Mercedes,C-class,1997,2025,Other,0
Mercedes,"C-class Sport Coupe",2001,2007,Other,0
Mercedes,Citan,2012,2025,Other,0
Mercedes,CL-class,1992,2014,Other,0
Mercedes,CLA-class,2013,2025,Other,0
Mercedes,CLC-class,2008,2011,Other,0
Mercedes,CLK-class,1997,2010,Other,0
Mercedes,CLS-class,2004,2025,Other,0
Mercedes,E-class,1995,2025,Other,0
Mercedes,"E-class Coupe",2017,2025,Other,0
Mercedes,EQA,2021,2025,Other,0
Mercedes,EQB,2021,2025,Other,0
Mercedes,EQC,2019,2025,Other,0
Mercedes,EQE,2022,2025,Other,0
Mercedes,"EQE AMG",2022,2025,Other,0
Mercedes,EQS,2021,2025,Other,0
Mercedes,"EQS AMG",2022,2025,Other,0
Mercedes,EQT,2023,2025,Other,0
Mercedes,EQV,2021,2025,Other,0
Mercedes,G-class,1996,2025,Other,0
Mercedes,GL-class,2006,2016,Other,0
Mercedes,GLA-class,2013,2025,Other,0
Mercedes,"GLA-class AMG",2013,2025,Other,0
Mercedes,GLB-class,2019,2025,Other,0
Mercedes,GLC-class,2015,2025,Other,0
Mercedes,"GLC-class AMG",2015,2025,Other,0
Mercedes,"GLC-class Coupe",2016,2025,Other,0
Mercedes,GLE-class,2015,2025,Other,0
Mercedes,"GLE-class AMG",2015,2025,Other,0
Mercedes,"GLE-class Coupe",2015,2025,Other,0
Mercedes,GLK-class,2008,2015,Other,0
Mercedes,GLS-class,2015,2025,Other,0
Mercedes,"GLS-class AMG",2015,2025,Other,0
Mercedes,M-class,1997,2025,Other,0
Mercedes,R-class,2005,2012,Other,0
Mercedes,S-class,1990,2025,Other,0
Mercedes,"S-class Cabrio",2015,2021,Other,0
Mercedes,"S-class Coupe",2015,2021,Other,0
Mercedes,SL-class,2001,2021,Other,0
Mercedes,"SL-Class AMG",2022,2025,Other,0
Mercedes,SLC-class,2018,2025,Other,0
Mercedes,SLK-class,1996,2025,Other,0
Mercedes,SLR-class,2003,2010,Other,0
Mercedes,"SLS AMG",2010,2014,Other,0
Mercedes,Sprinter,2000,2025,Other,0
Mercedes,Vaneo,2001,2006,Other,0
Mercedes,Viano,2003,2025,Other,0
Mercedes,Vito,1999,2003,Other,0
Mercedes,X-class,2018,2025,Other,0
Mercury,"Grand Marquis",2003,2011,Other,0
Mercury,Mariner,2005,2007,Other,0
Mercury,Milan,2006,2011,Other,0
Mercury,Montego,2004,2007,Other,0
Mercury,Monterey,1991,2007,Other,0
Mercury,Mountaineer,2003,2010,Other,0
Mercury,Sable,1995,2005,Other,0
MG,4,2022,2025,Other,0
MG,Hector,2019,2025,Other,0
MG,TF,2002,2011,Other,0
MG,VS,2022,2025,Other,0
MG,"XPower SV",2003,2008,Other,0
MG,ZR,2001,2005,Other,0
MG,ZS,2001,2005,Other,0
MG,"ZS EV",2021,2025,Other,0
MG,ZT,2001,2005,Other,0
MG,ZT-T,2001,2005,Other,0
Mini,Aceman,2024,2025,UK,0
Mini,Clubman,2007,2025,UK,0
Mini,"Clubman S",2007,2014,UK,0
Mini,Clubvan,2012,2014,UK,0
Mini,Cooper,2001,2025,UK,0
Mini,"Cooper Cabrio",2001,2025,UK,0
Mini,"Cooper S",2001,2025,UK,0
Mini,"Cooper S Cabrio",2001,2025,UK,0
Mini,"Cooper S Countryman All4",2010,2025,UK,0
Mini,Countryman,2010,2025,UK,0
Mini,One,2001,2025,UK,0
Mitsubishi,"3000 GT",1992,2001,Japan,1
Mitsubishi,ASX,2010,2025,Japan,1
Mitsubishi,Carisma,1995,2004,Japan,1
Mitsubishi,Colt,1995,2012,Japan,1
Mitsubishi,Dignity,2012,2017,Japan,1
Mitsubishi,Eclipse,1995,2007,Japan,1
Mitsubishi,"Eclipse Cross",2017,2025,Japan,1
Mitsubishi,Endeavor,2004,2011,Japan,1
Mitsubishi,Galant,1996,2012,Japan,1
Mitsubishi,Grandis,2003,2011,Japan,1
Mitsubishi,i-MiEV,2009,2020,Japan,1
Mitsubishi,L200,1996,2025,Japan,1
Mitsubishi,Lancer,1996,2017,Japan,1
Mitsubishi,"Lancer Evo",2001,2016,Japan,1
Mitsubishi,Mirage,2012,2025,Japan,1
Mitsubishi,Outlander,2003,2025,Japan,1
Mitsubishi,"Outlander Sport",2010,2025,Japan,1
Mitsubishi,"Outlander XL",2006,2012,Japan,1
Mitsubishi,Pajero,1990,2021,Japan,1
Mitsubishi,"Pajero Pinin",1999,2007,Japan,1
Mitsubishi,"Pajero Sport",1998,2025,Japan,1
Mitsubishi,Raider,2006,2007,Japan,1
Mitsubishi,"Space Gear",1995,2007,Japan,1
Mitsubishi,"Space Runner",1999,2004,Japan,1
Mitsubishi,"Space Star",1998,2004,Japan,1
Mitsubishi,Xpander,2017,2025,Japan,1
Moskvich,3e,2022,2025,Other,0
Nissan,350Z,2002,2009,Japan,1
Nissan,370Z,2009,2025,Japan,1
Nissan,Almera,2000,2025,Japan,1
Nissan,"Almera Classic",2005,2012,Japan,1
Nissan,"Almera Tino",2000,2005,Japan,1
Nissan,Altima,2002,2025,Japan,1
Nissan,Ariya,2020,2025,Japan,1
Nissan,Armada,2003,2025,Japan,1
Nissan,"Bluebird Sylphy",2000,2012,Japan,1
Nissan,e-NV200,2014,2025,Japan,1
Nissan,Frontier,1998,2025,Japan,1
Nissan,GT-R,2007,2025,Japan,1
Nissan,Juke,2011,2025,Japan,1
Nissan,Leaf,2010,2025,Japan,1
Nissan,Maxima,2000,2025,Japan,1
Nissan,Micra,2003,2025,Japan,1
Nissan,Murano,2002,2025,Japan,1
Nissan,Navara,2005,2025,Japan,1
Nissan,Note,2005,2025,Japan,1
Nissan,NP300,2008,2013,Japan,1
Nissan,Pathfinder,1997,2025,Japan,1
Nissan,Patrol,1997,2025,Japan,1
Nissan,Primera,1996,2008,Japan,1
Nissan,Qashqai,2007,2025,Japan,1
Nissan,Qashqai+2,2008,2013,Japan,1
Nissan,Quest,2003,2017,Japan,1
Nissan,Rogue,2008,2025,Japan,1
Nissan,Sentra,1999,2025,Japan,1
Nissan,Skyline,2001,2005,Japan,1
Nissan,Sylphy,2012,2020,Japan,1
Nissan,Teana,2005,2025,Japan,1
Nissan,Terrano,1993,2025,Japan,1
Nissan,Tiida,2007,2025,Japan,1
Nissan,Titan,2003,2025,Japan,1
Nissan,"Titan XD",2016,2025,Japan,1
Nissan,Townstar,2022,2025,Japan,1
Nissan,X-Trail,2001,2025,Japan,1
Nissan,XTerra,2001,2015,Japan,1
Nissan,Z,2003,2025,Japan,1
Omoda,"S5 GT",2023,2025,Other,0
Opel,Adam,2013,2020,Germany,0
Opel,Agila,2000,2014,Germany,0
Opel,Ampera-e,2017,2021,Germany,0
Opel,Antara,2006,2015,Germany,0
Opel,Astra,1998,2025,Germany,0
Opel,"Astra GTC",2011,2018,Germany,0
Opel,"Astra OPC",2011,2018,Germany,0
Opel,Cascada,2013,2019,Germany,0
Opel,Combo,2001,2025,Germany,0
Opel,"Combo Life",2021,2025,Germany,0
Opel,Corsa,2000,2025,Germany,0
Opel,"Corsa OPC",2007,2018,Germany,0
Opel,Crossland,2020,2025,Germany,0
Opel,"Crossland X",2017,2020,Germany,0
Opel,Frontera,1998,2004,Germany,0
Opel,Grandland,2021,2025,Germany,0
Opel,"Grandland X",2017,2025,Germany,0
Opel,Insignia,2008,2025,Germany,0
Opel,"Insignia OPC",2009,2017,Germany,0
Opel,Karl,2014,2019,Germany,0
Opel,Meriva,2003,2017,Germany,0
Opel,Mokka,2012,2025,Germany,0
Opel,Omega,1994,2004,Germany,0
Opel,Signum,2003,2008,Germany,0
Opel,Speedster,2000,2007,Germany,0
Opel,Tigra,1994,2009,Germany,0
Opel,Vectra,1995,2008,Germany,0
Opel,Vivaro,2014,2025,Germany,0
Opel,Zafira,1999,2014,Germany,0
Opel,"Zafira Life",2019,2025,Germany,0
Opel,"Zafira Tourer",2012,2020,Germany,0
Peugeot,1007,2004,2009,France,1
Peugeot,107,2005,2014,France,1
Peugeot,108,2014,2025,France,1
Peugeot,2008,2013,2025,France,1
Peugeot,206,1998,2012,France,1
Peugeot,207,2006,2014,France,1
Peugeot,208,2012,2025,France,1
Peugeot,3008,2009,2025,France,1
Peugeot,301,2012,2025,France,1
Peugeot,307,2000,2011,France,1
Peugeot,308,2007,2025,France,1
Peugeot,4007,2007,2012,France,1
Peugeot,4008,2012,2025,France,1
Peugeot,406,1995,2004,France,1
Peugeot,407,2004,2010,France,1
Peugeot,408,2010,2025,France,1
Peugeot,5008,2009,2025,France,1
Peugeot,508,2011,2025,France,1
Peugeot,607,2000,2010,France,1
Peugeot,807,2002,2014,France,1
Peugeot,Boxer,2008,2014,France,1
Peugeot,Expert,2016,2025,France,1
Peugeot,Landtrek,2020,2025,France,1
Peugeot,Manager,2017,2025,France,1
Peugeot,Partner,1996,2025,France,1
Peugeot,"Partner Crossway",2021,2025,France,1
Peugeot,"Partner Rapid",2021,2025,France,1
Peugeot,"RCZ Sport",2010,2015,France,1
Peugeot,Rifter,2018,2025,France,1
Peugeot,Traveller,2016,2025,France,1
Plymouth,"Road Runner",1968,1970,Other,0
Pontiac,Aztec,2001,2005,Other,0
Pontiac,Bonneville,1999,2005,Other,0
Pontiac,Firebird,1993,2002,Other,0
Pontiac,"G5 Pursuit",2004,2010,Other,0
Pontiac,G6,2004,2010,Other,0
Pontiac,G8,2008,2009,Other,0
Pontiac,"Grand AM",1998,2005,Other,0
Pontiac,"Grand Prix",1996,2008,Other,0
Pontiac,GTO,2004,2006,Other,0
Pontiac,Montana,1997,2009,Other,0
Pontiac,Solstice,2005,2010,Other,0
Pontiac,Sunfire,1995,2005,Other,0
Pontiac,Torrent,2005,2009,Other,0
Pontiac,Vibe,2002,2009,Other,0
Porsche,"718 Boxster",2016,2025,Germany,0
Porsche,"718 Cayman",2016,2025,Germany,0
Porsche,911,1997,2025,Germany,0
Porsche,Boxster,1996,2016,Germany,0
Porsche,Cayenne,2002,2025,Germany,0
Porsche,Cayman,2005,2016,Germany,0
Porsche,Macan,2014,2025,Germany,0
Porsche,Panamera,2009,2025,Germany,0
Porsche,Taycan,2020,2025,Germany,0
Ravon,Gentra,2015,2019,Other,0
Renault,Alaskan,2016,2020,France,1
Renault,Arkana,2019,2025,France,1
Renault,Austral,2022,2025,France,1
Renault,Avantime,2001,2004,France,1
Renault,Captur,2013,2025,France,1
Renault,Clio,1998,2025,France,1
Renault,Duster,2010,2025,France,1
Renault,"Duster Oroch",2015,2022,France,1
Renault,Espace,1996,2025,France,1
Renault,Fluence,2010,2019,France,1
Renault,"Grand Scenic",2009,2025,France,1
Renault,Kadjar,2015,2025,France,1
Renault,Kangoo,1998,2025,France,1
Renault,Kaptur,2016,2022,France,1
Renault,Kiger,2021,2025,France,1
Renault,Koleos,2008,2025,France,1
Renault,Laguna,1993,2015,France,1
Renault,Latitude,2010,2018,France,1
Renault,Logan,2004,2025,France,1
Renault,"Logan Stepway",2018,2022,France,1
Renault,Master,2011,2025,France,1
Renault,Megane,1996,2025,France,1
Renault,"Megane E-Tech",2022,2025,France,1
Renault,Modus,2004,2012,France,1
Renault,Rafale,2024,2025,France,1
Renault,Sandero,2007,2025,France,1
Renault,"Sandero Stepway",2008,2022,France,1
Renault,Scenic,1996,2025,France,1
Renault,Symbol,2002,2025,France,1
Renault,Taliant,2021,2025,France,1
Renault,Talisman,2015,2022,France,1
Renault,Trafic,2001,2025,France,1
Renault,Triber,2019,2025,France,1
Renault,Twingo,1993,2025,France,1
Renault,Twizy,2012,2025,France,1
Renault,"Vel Satis",2002,2009,France,1
Renault,Wind,2010,2013,France,1
Renault,Zoe,2012,2025,France,1
Rolls-Royce,Cullinan,2018,2025,UK,0
Rolls-Royce,Dawn,2015,2022,UK,0
Rolls-Royce,Ghost,2009,2025,UK,0
Rolls-Royce,Phantom,2003,2025,UK,0
Rolls-Royce,Spectre,2023,2025,UK,0
Rolls-Royce,Wraith,2013,2022,UK,0
Rover,25,1999,2008,Other,0
Rover,400,1996,2000,Other,0
Rover,45,2000,2008,Other,0
Rover,600,1999,2004,Other,0
Rover,75,1999,2005,Other,0
Rover,Streetwise,2003,2005,Other,0
Saab,9-2x,2004,2007,Sweden,0
Saab,9-3,2003,2014,Sweden,0
Saab,9-4x,2011,2012,Sweden,0
Saab,9-5,1997,2012,Sweden,0
Saab,9-7x,2005,2009,Sweden,0
Saturn,Aura,2007,2025,Other,0
Saturn,Ion,2003,2007,Other,0
Saturn,LW,1998,2004,Other,0
Saturn,Outlook,2006,2010,Other,0
Saturn,Sky,2007,2010,Other,0
Saturn,Vue,2002,2007,Other,0
Scion,FR-S,2012,2016,Other,0
Scion,tC,2004,2016,Other,0
Scion,xA,2003,2007,Other,0
Scion,xB,2003,2015,Other,0
Scion,xD,2007,2014,Other,0
Seat,Alhambra,1998,2025,Other,0
Seat,Altea,2004,2015,Other,0
Seat,"Altea Freetrack",2007,2015,Other,0
Seat,"Altea XL",2007,2015,Other,0
Seat,Arona,2017,2025,Other,0
Seat,Arosa,1997,2006,Other,0
Seat,Ateca,2016,2025,Other,0
Seat,Cordoba,1999,2009,Other,0
Seat,Exeo,2008,2013,Other,0
