brand;model;year_from;year_to;description;is_popular;country
Infiniti;Q60;;;;1;Japan
Infiniti;Q70;;;;1;Japan
Infiniti;QX30;;;;1;Japan
Infiniti;QX4;;;;1;Japan
Infiniti;QX50;;;;1;Japan
Infiniti;QX55;;;;1;Japan
Infiniti;QX56;;;;1;Japan
Infiniti;QX60;;;;1;Japan
Infiniti;QX70;;;;1;Japan
Infiniti;QX80;;;;1;Japan
Isuzu;Ascender;;;;1;Other
Isuzu;Axiom;;;;1;Other
Isuzu;D-Max;;;;1;Other
Isuzu;"D-Max Rodeo";;;;1;Other
Isuzu;I280;;;;1;Other
Isuzu;I290;;;;1;Other
Isuzu;I350;;;;1;Other
Isuzu;I370;;;;1;Other
Isuzu;mu-X;;;;1;Other
Isuzu;Rodeo;;;;1;Other
Isuzu;Trooper;;;;1;Other
Isuzu;VehiCross;;;;1;Other
Iveco;Daily;;;;1;Other
Jac;iEV7S;;;;1;China
Jac;J7;;;;1;China
Jac;JS3;;;;1;China
Jac;JS4;;;;1;China
Jac;JS6;;;;1;China
Jac;"S3 Pro";;;;1;China
Jac;T6;;;;1;China
Jac;T8;;;;1;China
Jac;"T8 Pro";;;;1;China
Jac;T9;;;;1;China
Jaecoo;J8;;;;1;China
Jaguar;E-Pace;;;;1;UK
Jaguar;F-Pace;;;;1;UK
Jaguar;F-Type;;;;1;UK
Jaguar;I-Pace;;;;1;UK
Jaguar;S-Type;;;;1;UK
Jaguar;X-Type;;;;1;UK
Jaguar;XE;;;;1;UK
Jaguar;XF;;;;1;UK
Jaguar;XJ;;;;1;UK
Jaguar;XK/XKR;;;;1;UK
Jeep;Cherokee;;;;1;USA
Jeep;Commander;;;;1;USA
Jeep;Compass;;;;1;USA
Jeep;Gladiator;;;;1;USA
Jeep;"Grand Cherokee";;;;1;USA
Jeep;"Grand Wagoneer";;;;1;USA
Jeep;Liberty;;;;1;USA
Jeep;Meridian;;;;1;USA
Jeep;Patriot;;;;1;USA
Jeep;Renegade;;;;1;USA
Jeep;Wagoneer;;;;1;USA
Jeep;Wrangler;;;;1;USA
Jetour;Dashing;;;;1;China
Jetour;Traveler;;;;1;China
Jetour;"X70 Plus";;;;1;China
Jetour;"X90 Plus";;;;1;China
Kaiyi;E5;;;;1;China
Kia;Carens;;;;1;"South Korea"
Kia;Carnival;;;;1;"South Korea"
Kia;Ceed;;;;1;"South Korea"
Kia;Cerato;;;;1;"South Korea"
Kia;Clarus;;;;1;"South Korea"
Kia;EV6;;;;1;"South Korea"
Kia;EV9;;;;1;"South Korea"
Kia;Forte;;;;1;"South Korea"
Kia;K5;;;;1;"South Korea"
Kia;K8;;;;1;"South Korea"
Kia;K9;;;;1;"South Korea"
Kia;K900;;;;1;"South Korea"
Kia;Magentis;;;;1;"South Korea"
Kia;Mohave;;;;1;"South Korea"
Kia;Niro;;;;1;"South Korea"
Kia;Opirus;;;;1;"South Korea"
Kia;Optima;;;;1;"South Korea"
Kia;Picanto;;;;1;"South Korea"
Kia;ProCeed;;;;1;"South Korea"
Kia;Quoris;;;;1;"South Korea"
Kia;Ray;;;;1;"South Korea"
Kia;Rio;;;;1;"South Korea"
Kia;"Rio X";;;;1;"South Korea"
Kia;"Rio X-Line";;;;1;"South Korea"
Kia;Seltos;;;;1;"South Korea"
Kia;Shuma;;;;1;"South Korea"
Kia;Sonet;;;;1;"South Korea"
Kia;Sorento;;;;1;"South Korea"
Kia;"Sorento Prime";;;;1;"South Korea"
Kia;Soul;;;;1;"South Korea"
Kia;Spectra;;;;1;"South Korea"
Kia;Sportage;;;;1;"South Korea"
Kia;Stinger;;;;1;"South Korea"
Kia;Stonic;;;;1;"South Korea"
Kia;Telluride;;;;1;"South Korea"
Kia;Venga;;;;1;"South Korea"
Kia;XCeed;;;;1;"South Korea"
Lamborghini;Aventador;;;;1;Italy
Lamborghini;Centenario;;;;1;Italy
Lamborghini;Diablo;;;;1;Italy
Lamborghini;Gallardo;;;;1;Italy
Lamborghini;Huracan;;;;1;Italy
Lamborghini;Murcielago;;;;1;Italy
Lamborghini;Reventon;;;;1;Italy
Lamborghini;Sian;;;;1;Italy
Lamborghini;Urus;;;;1;Italy
Lancia;Delta;;;;1;Italy
Lancia;Lybra;;;;1;Italy
Lancia;Musa;;;;1;Italy
Lancia;Phedra;;;;1;Italy
Lancia;Thema;;;;1;Italy
Lancia;Thesis;;;;1;Italy
Lancia;Ypsilon;;;;1;Italy
"Land Rover";Defender;;;;1;UK
"Land Rover";Discovery;;;;1;UK
"Land Rover";"Discovery Sport";;;;1;UK
"Land Rover";Evoque;;;;1;UK
"Land Rover";Freelander;;;;1;UK
"Land Rover";"Range Rover";;;;1;UK
"Land Rover";"Range Rover Sport";;;;1;UK
"Land Rover";"Range Rover Velar";;;;1;UK
Lexus;CT;;;;1;Japan
Lexus;ES;;;;1;Japan
Lexus;GS;;;;1;Japan
Lexus;GX;;;;1;Japan
Lexus;HS;;;;1;Japan
Lexus;IS;;;;1;Japan
Lexus;LBX;;;;1;Japan
Lexus;LC;;;;1;Japan
Lexus;LFA;;;;1;Japan
Lexus;LM;;;;1;Japan
Lexus;LS;;;;1;Japan
Lexus;LX;;;;1;Japan
Lexus;NX;;;;1;Japan
Lexus;RC;;;;1;Japan
Lexus;"RC F";;;;1;Japan
Lexus;RX;;;;1;Japan
Lexus;RZ;;;;1;Japan
Lexus;SC;;;;1;Japan
Lexus;TX;;;;1;Japan
Lexus;UX;;;;1;Japan
Lifan;Breez;;;;1;China
Lifan;Cebrium;;;;1;China
Lifan;Celliya;;;;1;China
Lifan;Murman;;;;1;China
Lifan;Myway;;;;1;China
Lifan;Smily;;;;1;China
Lifan;Solano;;;;1;China
Lifan;X50;;;;1;China
Lifan;X60;;;;1;China
Lifan;X70;;;;1;China
Lifan;X80;;;;1;China
Lincoln;Aviator;;;;1;USA
Lincoln;Corsair;;;;1;USA
Lincoln;"Mark LT";;;;1;USA
Lincoln;MKC;;;;1;USA
Lincoln;MKS;;;;1;USA
Lincoln;MKT;;;;1;USA
Lincoln;MKX;;;;1;USA
Lincoln;MKZ;;;;1;USA
Lincoln;Nautilus;;;;1;USA
Lincoln;Navigator;;;;1;USA
Lincoln;"Town Car";;;;1;USA
Lincoln;Zephyr;;;;1;USA
Livan;"S6 Pro";;;;1;Other
Livan;"X3 Pro";;;;1;Other
Livan;"X6 Pro";;;;1;Other
LiXiang;L6;;;;1;China
LiXiang;L7;;;;1;China
LiXiang;L8;;;;1;China
LiXiang;L9;;;;1;China
LiXiang;Mega;;;;1;China
Lotus;Elise;;;;1;Other
Lotus;Emira;;;;1;Other
Lotus;"Europa S";;;;1;Other
Lotus;Evora;;;;1;Other
Lotus;Exige;;;;1;Other
Marussia;B1;;;;1;Other
Marussia;B2;;;;1;Other
Maserati;"3200 GT";;;;1;Italy
Maserati;Ghibli;;;;1;Italy
Maserati;"Gran Cabrio";;;;1;Italy
Maserati;"Gran Turismo";;;;1;Italy
Maserati;"Gran Turismo S";;;;1;Italy
Maserati;Grecale;;;;1;Italy
Maserati;Levante;;;;1;Italy
Maserati;MC20;;;;1;Italy
Maserati;Quattroporte;;;;1;Italy
Maserati;"Quattroporte S";;;;1;Italy
Maybach;57;;;;1;Germany
Maybach;"57 S";;;;1;Germany
Maybach;62;;;;1;Germany
Maybach;"62 S";;;;1;Germany
Maybach;Landaulet;;;;1;Germany
Mazda;2;;;;1;Japan
Mazda;"2 Hybrid";;;;1;Japan
Mazda;3;;;;1;Japan
Mazda;323;;;;1;Japan
Mazda;5;;;;1;Japan
Mazda;6;;;;1;Japan
Mazda;626;;;;1;Japan
Mazda;B-Series;;;;1;Japan
Mazda;BT-50;;;;1;Japan
Mazda;CX-3;;;;1;Japan
Mazda;CX-30;;;;1;Japan
Mazda;"CX-30 EV";;;;1;Japan
Mazda;CX-4;;;;1;Japan
Mazda;CX-5;;;;1;Japan
Mazda;CX-50;;;;1;Japan
Mazda;CX-60;;;;1;Japan
Mazda;CX-7;;;;1;Japan
Mazda;CX-8;;;;1;Japan
Mazda;CX-80;;;;1;Japan
Mazda;CX-9;;;;1;Japan
Mazda;MPV;;;;1;Japan
Mazda;MX-30;;;;1;Japan
Mazda;MX-5;;;;1;Japan
Mazda;Premacy;;;;1;Japan
Mazda;RX-7;;;;1;Japan
Mazda;RX-8;;;;1;Japan
Mazda;Tribute;;;;1;Japan
McLaren;540C;;;;1;Other
McLaren;570S;;;;1;Other
McLaren;600LT;;;;1;Other
McLaren;650S;;;;1;Other
McLaren;675LT;;;;1;Other
McLaren;720S;;;;1;Other
McLaren;"720S Spider";;;;1;Other
McLaren;765LT;;;;1;Other
McLaren;Artura;;;;1;Other
McLaren;MP4-12C;;;;1;Other
McLaren;P1;;;;1;Other
Mercedes;A-class;;;;1;Germany
Mercedes;"AMG GT";;;;1;Germany
Mercedes;"AMG GT 4-Door";;;;1;Germany
Mercedes;B-class;;;;1;Germany
Mercedes;C-class;;;;1;Germany
Mercedes;"C-class Sport Coupe";;;;1;Germany
Mercedes;Citan;;;;1;Germany
Mercedes;CL-class;;;;1;Germany
Mercedes;CLA-class;;;;1;Germany
Mercedes;CLC-class;;;;1;Germany
Mercedes;CLK-class;;;;1;Germany
Mercedes;CLS-class;;;;1;Germany
Mercedes;E-class;;;;1;Germany
Mercedes;"E-class Coupe";;;;1;Germany
Mercedes;EQA;;;;1;Germany
Mercedes;EQB;;;;1;Germany
Mercedes;EQC;;;;1;Germany
Mercedes;EQE;;;;1;Germany
Mercedes;"EQE AMG";;;;1;Germany
Mercedes;EQS;;;;1;Germany
Mercedes;"EQS AMG";;;;1;Germany
Mercedes;EQT;;;;1;Germany
Mercedes;EQV;;;;1;Germany
Mercedes;G-class;;;;1;Germany
Mercedes;GL-class;;;;1;Germany
Mercedes;GLA-class;;;;1;Germany
Mercedes;"GLA-class AMG";;;;1;Germany
Mercedes;GLB-class;;;;1;Germany
Mercedes;GLC-class;;;;1;Germany
Mercedes;"GLC-class AMG";;;;1;Germany
Mercedes;"GLC-class Coupe";;;;1;Germany
Mercedes;GLE-class;;;;1;Germany
Mercedes;"GLE-class AMG";;;;1;Germany
Mercedes;"GLE-class Coupe";;;;1;Germany
Mercedes;GLK-class;;;;1;Germany
Mercedes;GLS-class;;;;1;Germany
Mercedes;"GLS-class AMG";;;;1;Germany
Mercedes;M-class;;;;1;Germany
Mercedes;R-class;;;;1;Germany
Mercedes;S-class;;;;1;Germany
Mercedes;"S-class Cabrio";;;;1;Germany
Mercedes;"S-class Coupe";;;;1;Germany
Mercedes;SL-class;;;;1;Germany
Mercedes;"SL-Class AMG";;;;1;Germany
Mercedes;SLC-class;;;;1;Germany
Mercedes;SLR-class;;;;1;Germany
Mercedes;"SLS AMG";;;;1;Germany
Mercedes;Sprinter;;;;1;Germany
Mercedes;Vaneo;;;;1;Germany
Mercedes;Viano;;;;1;Germany
Mercedes;Vito;;;;1;Germany
Mercedes;X-class;;;;1;Germany
Mercury;"Grand Marquis";;;;0;
Mercury;Mariner;;;;1;
Mercury;Milan;;;;1;
Mercury;Montego;;;;1;
Mercury;Monterey;;;;1;
Mercury;Mountaineer;;;;1;
Mercury;Sable;;;;1;
MG;4;;;;1;Other
MG;Hector;;;;1;Other
MG;TF;;;;1;Other
MG;VS;;;;1;Other
MG;"XPower SV";;;;1;Other
MG;ZR;;;;1;Other
MG;ZS;;;;1;Other
MG;"ZS EV";;;;1;Other
MG;ZT;;;;1;Other
MG;ZT-T;;;;1;Other
Mini;Aceman;;;;1;UK
Mini;Clubman;;;;1;UK
Mini;"Clubman S";;;;1;UK
Mini;Clubvan;;;;1;UK
Mini;Cooper;;;;1;UK
Mini;"Cooper Cabrio";;;;1;UK
Mini;"Cooper S";;;;1;UK
Mini;"Cooper S Cabrio";;;;1;UK
Mini;"Cooper S Countryman All4";;;;1;UK
Mini;Countryman;;;;1;UK
Mini;One;;;;1;UK
Mitsubishi;"3000 GT";;;;1;Japan
Mitsubishi;ASX;;;;1;Japan
Mitsubishi;Carisma;;;;1;Japan
Mitsubishi;Colt;;;;1;Japan
Mitsubishi;Dignity;;;;1;Japan
Mitsubishi;Eclipse;;;;1;Japan
Mitsubishi;"Eclipse Cross";;;;1;Japan
Mitsubishi;Endeavor;;;;1;Japan
Mitsubishi;Galant;;;;1;Japan
Mitsubishi;Grandis;;;;1;Japan
Mitsubishi;i-MiEV;;;;1;Japan
Mitsubishi;L200;;;;1;Japan
Mitsubishi;Lancer;;;;1;Japan
Mitsubishi;"Lancer Evo";;;;1;Japan
Mitsubishi;Mirage;;;;1;Japan
Mitsubishi;Outlander;;;;1;Japan
Mitsubishi;"Outlander Sport";;;;1;Japan
Mitsubishi;"Outlander XL";;;;1;Japan
Mitsubishi;Pajero;;;;1;Japan
Mitsubishi;"Pajero Pinin";;;;1;Japan
Mitsubishi;"Pajero Sport";;;;1;Japan
Mitsubishi;Raider;;;;1;Japan
Mitsubishi;"Space Gear";;;;1;Japan
Mitsubishi;"Space Runner";;;;1;Japan
Mitsubishi;"Space Star";;;;1;Japan
Mitsubishi;Xpander;;;;1;Japan
Moskvich;3e;;;;1;Russia
Nissan;350Z;;;;1;Japan
Nissan;370Z;;;;1;Japan
Nissan;Almera;;;;1;Japan
Nissan;"Almera Classic";;;;1;Japan
Nissan;"Almera Tino";;;;1;Japan
Nissan;Altima;;;;1;Japan
Nissan;Ariya;;;;1;Japan
Nissan;Armada;;;;1;Japan
Nissan;"Bluebird Sylphy";;;;1;Japan
Nissan;e-NV200;;;;1;Japan
Nissan;Frontier;;;;1;Japan
Nissan;GT-R;;;;1;Japan
Nissan;Juke;;;;1;Japan
Nissan;Leaf;;;;1;Japan
Nissan;Maxima;;;;1;Japan
Nissan;Micra;;;;1;Japan
Nissan;Murano;;;;1;Japan
Nissan;Navara;;;;1;Japan
Nissan;Note;;;;1;Japan
Nissan;NP300;;;;1;Japan
Nissan;Pathfinder;;;;1;Japan
Nissan;Patrol;;;;1;Japan
Nissan;Primera;;;;1;Japan
Nissan;Qashqai;;;;1;Japan
Nissan;Qashqai+2;;;;1;Japan
Nissan;Quest;;;;1;Japan
Nissan;Rogue;;;;1;Japan
Nissan;Sentra;;;;1;Japan
Nissan;Skyline;;;;1;Japan
Nissan;Sylphy;;;;1;Japan
Nissan;Teana;;;;1;Japan
Nissan;Terrano;;;;1;Japan
Nissan;Tiida;;;;1;Japan
Nissan;Titan;;;;1;Japan
Nissan;"Titan XD";;;;1;Japan
Nissan;Townstar;;;;1;Japan
Nissan;X-Trail;;;;1;Japan
Nissan;XTerra;;;;1;Japan
Nissan;Z;;;;1;Japan
Omoda;"S5 GT";;;;1;China
Opel;Adam;;;;1;Germany
Opel;Agila;;;;1;Germany
Opel;Ampera-e;;;;1;Germany
Opel;Antara;;;;1;Germany
Opel;Astra;;;;1;Germany
Opel;"Astra GTC";;;;1;Germany
Opel;"Astra OPC";;;;1;Germany
Opel;Cascada;;;;1;Germany
Opel;Combo;;;;1;Germany
Opel;"Combo Life";;;;1;Germany
Opel;Corsa;;;;1;Germany
Opel;"Corsa OPC";;;;1;Germany
Opel;Crossland;;;;1;Germany
Opel;"Crossland X";;;;1;Germany
Opel;Frontera;;;;1;Germany
Opel;Grandland;;;;1;Germany
Opel;"Grandland X";;;;1;Germany
Opel;Insignia;;;;1;Germany
Opel;"Insignia OPC";;;;1;Germany
Opel;Karl;;;;1;Germany
Opel;Meriva;;;;1;Germany
Opel;Mokka;;;;1;Germany
Opel;Omega;;;;1;Germany
Opel;Signum;;;;1;Germany
Opel;Speedster;;;;1;Germany
Opel;Tigra;;;;1;Germany
Opel;Vectra;;;;1;Germany
Opel;Vivaro;;;;1;Germany
Opel;Zafira;;;;1;Germany
Opel;"Zafira Life";;;;1;Germany
Opel;"Zafira Tourer";;;;1;Germany
Peugeot;1007;;;;1;France
Peugeot;107;;;;1;France
Peugeot;108;;;;1;France
Peugeot;2008;;;;1;France
Peugeot;206;;;;1;France
Peugeot;207;;;;1;France
Peugeot;208;;;;1;France
Peugeot;3008;;;;1;France
Peugeot;301;;;;1;France
Peugeot;307;;;;1;France
Peugeot;308;;;;1;France
Peugeot;4007;;;;1;France
Peugeot;4008;;;;1;France
Peugeot;406;;;;1;France
Peugeot;407;;;;1;France
Peugeot;408;;;;1;France
Peugeot;5008;;;;1;France
Peugeot;508;;;;1;France
Peugeot;607;;;;1;France
Peugeot;807;;;;1;France
Peugeot;Boxer;;;;1;France
Peugeot;Expert;;;;1;France
Peugeot;Landtrek;;;;1;France
Peugeot;Manager;;;;1;France
Peugeot;Partner;;;;1;France
Peugeot;"Partner Crossway";;;;1;France
Peugeot;"Partner Rapid";;;;1;France
Peugeot;"RCZ Sport";;;;1;France
Peugeot;Rifter;;;;1;France
Peugeot;Traveller;;;;1;France
Plymouth;"Road Runner";;;;1;Other
Pontiac;Aztec;;;;1;Other
Pontiac;Bonneville;;;;1;Other
Pontiac;Firebird;;;;1;Other
Pontiac;"G5 Pursuit";;;;1;Other
Pontiac;G6;;;;1;Other
Pontiac;G8;;;;1;Other
Pontiac;"Grand AM";;;;1;Other
Pontiac;"Grand Prix";;;;1;Other
Pontiac;GTO;;;;1;Other
Pontiac;Montana;;;;1;Other
Pontiac;Solstice;;;;1;Other
Pontiac;Sunfire;;;;1;Other
Pontiac;Torrent;;;;1;Other
Pontiac;Vibe;;;;1;Other
Porsche;"718 Boxster";;;;1;Germany
Porsche;"718 Cayman";;;;1;Germany
Porsche;911;;;;1;Germany
Porsche;Boxster;;;;1;Germany
Porsche;Cayenne;;;;1;Germany
Porsche;Cayman;;;;1;Germany
Porsche;Macan;;;;1;Germany
Porsche;Panamera;;;;1;Germany
Porsche;Taycan;;;;1;Germany
Ravon;Gentra;;;;1;Other
Renault;Alaskan;;;;1;France
Renault;Arkana;;;;1;France
Renault;Austral;;;;1;France
Renault;Avantime;;;;1;France
Renault;Captur;;;;1;France
Renault;Clio;;;;1;France
Renault;Duster;;;;1;France
Renault;"Duster Oroch";;;;1;France
Renault;Espace;;;;1;France
Renault;Fluence;;;;1;France
Renault;"Grand Scenic";;;;1;France
Renault;Kadjar;;;;1;France
Renault;Kangoo;;;;1;France
Renault;Kaptur;;;;1;France
Renault;Kiger;;;;1;France
Renault;Koleos;;;;1;France
Renault;Laguna;;;;1;France
Renault;Latitude;;;;1;France
Renault;Logan;;;;1;France
Renault;"Logan Stepway";;;;1;France
Renault;Master;;;;1;France
Renault;Megane;;;;1;France
Renault;"Megane E-Tech";;;;1;France
Renault;Modus;;;;1;France
Renault;Rafale;;;;1;France
Renault;Sandero;;;;1;France
Renault;"Sandero Stepway";;;;1;France
Renault;Scenic;;;;1;France
Renault;Symbol;;;;1;France
Renault;Taliant;;;;1;France
Renault;Talisman;;;;1;France
Renault;Trafic;;;;1;France
Renault;Triber;;;;1;France
Renault;Twingo;;;;1;France
Renault;Twizy;;;;1;France
Renault;"Vel Satis";;;;1;France
Renault;Wind;;;;1;France
Renault;Zoe;;;;1;France
Rolls-Royce;Cullinan;;;;1;UK
Rolls-Royce;Dawn;;;;1;UK
Rolls-Royce;Ghost;;;;1;UK
Rolls-Royce;Phantom;;;;1;UK
Rolls-Royce;Spectre;;;;1;UK
Rolls-Royce;Wraith;;;;1;UK
Rover;25;;;;1;UK
Rover;400;;;;1;UK
Rover;45;;;;1;UK
Rover;600;;;;1;UK
Rover;75;;;;1;UK
Rover;Streetwise;;;;1;UK
Saab;9-2x;;;;1;Sweden
Saab;9-3;;;;1;Sweden
Saab;9-4x;;;;1;Sweden
Saab;9-5;;;;1;Sweden
Saab;9-7x;;;;1;Sweden
Saturn;Aura;;;;1;Other
Saturn;Ion;;;;1;Other
Saturn;LW;;;;1;Other
Saturn;Outlook;;;;1;Other
Saturn;Sky;;;;1;Other
Saturn;Vue;;;;1;Other
Scion;FR-S;;;;1;Other
Scion;tC;;;;1;Other
Scion;xA;;;;1;Other
Scion;xB;;;;1;Other
Scion;xD;;;;1;Other
Seat;Alhambra;;;;1;Spain
Seat;Altea;;;;1;Spain
Seat;"Altea Freetrack";;;;1;Spain
Seat;"Altea XL";;;;1;Spain
Seat;Arona;;;;1;Spain
Seat;Arosa;;;;1;Spain
Seat;Ateca;;;;1;Spain
Seat;Cordoba;;;;1;Spain
Seat;Exeo;;;;1;Spain
Seat;Ibiza;;;;1;Spain
Seat;Leon;;;;1;Spain
Seat;Mii;;;;1;Spain
Seat;Tarraco;;;;1;Spain
Seat;Toledo;;;;1;Spain
Seres;"Seres 3";;;;1;Spain
Skoda;Citigo;;;;1;Germany
Skoda;"Enyaq iV";;;;1;Germany
Skoda;Fabia;;;;1;Germany
Skoda;Felicia;;;;1;Germany
Skoda;Kamiq;;;;1;Germany
Skoda;Karoq;;;;1;Germany
Skoda;Kodiaq;;;;1;Germany
Skoda;Octavia;;;;1;Germany
Skoda;"Octavia Scout";;;;1;Germany
Skoda;"Octavia Tour";;;;1;Germany
Skoda;Praktik;;;;1;Germany
Skoda;Rapid;;;;1;Germany
Skoda;"Rapid Spaceback (NH1)";;;;1;Germany
Skoda;Roomster;;;;1;Germany
Skoda;Scala;;;;1;Germany
Skoda;Superb;;;;1;Germany
Skoda;Yeti;;;;1;Germany
Smart;#1;;;;1;Other
Smart;Forfour;;;;1;Other
Smart;Fortwo;;;;1;Other
Smart;Roadster;;;;1;Other
"Ssang Yong";Actyon;;;;1;Other
"Ssang Yong";"Actyon Sports";;;;1;Other
"Ssang Yong";Chairman;;;;1;Other
"Ssang Yong";Korando;;;;1;Other
"Ssang Yong";Kyron;;;;1;Other
"Ssang Yong";LUVi;;;;1;Other
"Ssang Yong";Musso;;;;1;Other
"Ssang Yong";"Musso Grand";;;;1;Other
UAZ;"3159 Bars";;;;1;Russia
UAZ;3160;;;;1;Russia
UAZ;"3162 Simbir";;;;1;Russia
UAZ;Buhanka;;;;1;Russia
UAZ;"Patriot Sport";;;;1;Russia
UAZ;Pickup;;;;1;Russia
UAZ;Profi;;;;1;Russia
UAZ;Патриот;;;;1;Russia
UAZ;Хантер;;;;1;Russia
VAZ;2101-2107;;;;1;Russia
VAZ;2108;;;;1;Russia
VAZ;2110;;;;1;Russia
VAZ;2113;;;;1;Russia
VAZ;"4x4 Urban";;;;1;Russia
VAZ;Granta;;;;1;Russia
VAZ;"Granta Cross";;;;1;Russia
VAZ;Largus;;;;1;Russia
VAZ;"Largus Cross";;;;1;Russia
VAZ;"Niva Bronto";;;;1;Russia
VAZ;"Niva Legend";;;;1;Russia
VAZ;"Niva Travel";;;;1;Russia
VAZ;"Vesta Cross";;;;1;Russia
VAZ;"Vesta Sport";;;;1;Russia
VAZ;"Vesta SW";;;;1;Russia
VAZ;XRay;;;;1;Russia
VAZ;"XRay Cross";;;;1;Russia
VAZ;Веста;;;;1;Russia
VAZ;Калина;;;;1;Russia
VAZ;"Нива 4X4";;;;1;Russia
VAZ;Ока;;;;1;Russia
VAZ;Приора;;;;1;Russia
Volkswagen;Amarok;;;;1;Germany
Volkswagen;Arteon;;;;1;Germany
Volkswagen;Beetle;;;;1;Germany
Volkswagen;Bora;;;;1;Germany
Volkswagen;Caddy;;;;1;Germany
Volkswagen;CC;;;;1;Germany
Volkswagen;Crafter;;;;1;Germany
Volkswagen;CrossGolf;;;;1;Germany
Volkswagen;CrossPolo;;;;1;Germany
Volkswagen;CrossTouran;;;;1;Germany
Volkswagen;Eos;;;;1;Germany
Volkswagen;Fox;;;;1;Germany
Volkswagen;Golf;;;;1;Germany
Volkswagen;ID.3;;;;1;Germany
Volkswagen;ID.4;;;;1;Germany
Volkswagen;"ID.4 X";;;;1;Germany
Volkswagen;ID.5;;;;1;Germany
Volkswagen;"ID.6 Crozz";;;;1;Germany
Volkswagen;"ID.6 X";;;;1;Germany
Volkswagen;ID.7;;;;1;Germany
Volkswagen;ID.Buzz;;;;1;Germany
Volkswagen;Jetta;;;;1;Germany
Volkswagen;Lupo;;;;1;Germany
Volkswagen;Multivan;;;;1;Germany
Volkswagen;"New Beetle";;;;1;Germany
Volkswagen;Passat;;;;1;Germany
Volkswagen;"Passat CC";;;;1;Germany
Volkswagen;Phaeton;;;;1;Germany
Volkswagen;Pointer;;;;1;Germany
Volkswagen;Polo;;;;1;Germany
Volkswagen;Routan;;;;1;Germany
Volkswagen;Scirocco;;;;1;Germany
Volkswagen;Sharan;;;;1;Germany
Volkswagen;T-Cross;;;;1;Germany
Volkswagen;T-Roc;;;;1;Germany
Volkswagen;Taigo;;;;1;Germany
Volkswagen;Taos;;;;1;Germany
Volkswagen;Tayron;;;;1;Germany
Volkswagen;Teramont;;;;1;Germany
Volkswagen;"Teramont X";;;;1;Germany
Volkswagen;Tiguan;;;;1;Germany
Volkswagen;"Tiguan X";;;;1;Germany
Volkswagen;Touareg;;;;1;Germany
Volkswagen;Touran;;;;1;Germany
Volkswagen;Transporter;;;;1;Germany
Volkswagen;Up;;;;1;Germany
Volvo;C30;;;;1;Sweden
Volvo;C40;;;;1;Sweden
Volvo;C70;;;;1;Sweden
Volvo;"C70 Convertible";;;;1;Sweden
Volvo;"C70 Coupe";;;;1;Sweden
Volvo;EC40;;;;1;Sweden
Volvo;EX30;;;;1;Sweden
Volvo;EX90;;;;1;Sweden
Volvo;S40;;;;1;Sweden
Volvo;S60;;;;1;Sweden
Volvo;S70;;;;1;Sweden
Volvo;S80;;;;1;Sweden
Volvo;S90;;;;1;Sweden
Volvo;V40;;;;1;Sweden
Volvo;V50;;;;1;Sweden
Volvo;V60;;;;1;Sweden
Volvo;V70;;;;1;Sweden
Volvo;V90;;;;1;Sweden
Volvo;XC40;;;;1;Sweden
Volvo;XC60;;;;1;Sweden
Volvo;XC70;;;;1;Sweden
Volvo;XC90;;;;1;Sweden
Voyah;Dream;;;;1;China
Voyah;Free;;;;1;China
Voyah;Passion;;;;1;China
Wiesmann;Thunderball;;;;1;Other
Zeekr;001;;;;1;China
Zeekr;009;;;;1;China
Zeekr;X;;;;1;China
